"","corp_code","sj_nm","account_nm","account_detail","2019"
"92","01412725","자본변동표","기초자본","자본 [member]|자본잉여금 [member]","147715391250"
"93","01412725","자본변동표","당기순이익","별도재무제표 [member]","11870980021"
"94","01412725","자본변동표","당기순이익","자본 [member]|이익잉여금 [member]","11870980021"
"95","01412725","자본변동표","확정급여제도의 재측정요소","별도재무제표 [member]","-1266461138"
"96","01412725","자본변동표","확정급여제도의 재측정요소","자본 [member]|이익잉여금 [member]","-1266461138"
"97","01412725","자본변동표","토지 재평가","별도재무제표 [member]","62220131"
"98","01412725","자본변동표","토지 재평가","자본 [member]|기타포괄손익누계액 [member]","62220131"
"99","01412725","자본변동표","단주취득","별도재무제표 [member]","-28074580"
"100","01412725","자본변동표","단주취득","자본 [member]|기타자본구성요소 [member]","-28074580"
"101","01412725","자본변동표","주식기준보상거래","별도재무제표 [member]","633251706"
"102","01412725","자본변동표","주식기준보상거래","자본 [member]|기타자본구성요소 [member]","-216403633"
"103","01412725","자본변동표","주식기준보상거래","자본 [member]|자본금 [member]","23777600"
"104","01412725","자본변동표","주식기준보상거래","자본 [member]|자본잉여금 [member]","825877739"
"105","01412725","자본변동표","기말자본","별도재무제표 [member]","166770552681"
"106","01412725","자본변동표","기말자본","자본 [member]|기타자본구성요소 [member]","-26066475"
"107","01412725","자본변동표","기말자본","자본 [member]|기타포괄손익누계액 [member]","466408684"
"108","01412725","자본변동표","기말자본","자본 [member]|이익잉여금 [member]","10604518883"
"109","01412725","자본변동표","기말자본","자본 [member]|자본금 [member]","7184422600"
"110","01412725","자본변동표","기말자본","자본 [member]|자본잉여금 [member]","148541268989"
