"","일자","종목코드","종목명","관리여부","종가","EPS","PER","BPS","PBR","주당배당금","배당수익률","게시물  일련번호","총카운트"
"1227",2020-11-11,"250930","예선테크","-",2620,"-","-","1,089","2.41",0,0,1227,NA
"1228",2020-11-11,"251370","와이엠티","-",17600,"900","19.56","5,222","3.37",0,0,1228,NA
"1229",2020-11-11,"251630","브이원텍","-",8680,"442","19.64","5,428","1.6",100,1.15,1229,NA
"1230",2020-11-11,"251970","펌텍코리아","-",15050,"1,714","8.78","11,642","1.29",330,2.19,1230,NA
"1231",2020-11-11,"252500","세화피앤씨","-",4325,"30","144.17","1,256","3.44",10,0.23,1231,NA
"1232",2020-11-11,"253450","스튜디오드래곤","-",79500,"941","84.48","15,242","5.22",0,0,1232,NA
"1233",2020-11-11,"253590","네오셈","-",3400,"-","-","999","3.4",10,0.29,1233,NA
"1234",2020-11-11,"253840","수젠텍","-",27800,"-","-","1,838","15.13",0,0,1234,NA
"1235",2020-11-11,"254120","자비스","-",1790,"-","-","806","2.22",0,0,1235,NA
"1236",2020-11-11,"255220","SG","-",1990,"287","6.93","1,924","1.03",0,0,1236,NA
"1237",2020-11-11,"255440","야스","-",12850,"1,256","10.23","11,536","1.11",150,1.17,1237,NA
"1238",2020-11-11,"256150","한독크린텍","-",23300,"1,601","14.55","7,753","3.01",200,0.86,1238,NA
"1239",2020-11-11,"256630","포인트엔지니어링","-",3010,"23","130.87","1,222","2.46",20,0.66,1239,NA
"1240",2020-11-11,"256840","한국비엔씨","-",4490,"-","-","558","8.05",0,0,1240,NA
"1241",2020-11-11,"256940","케이피에스","-",18500,"-","-","2,357","7.85",0,0,1241,NA
"1242",2020-11-11,"257370","명성티엔에스","-",11800,"79","149.37","6,005","1.97",0,0,1242,NA
"1243",2020-11-11,"258610","이더블유케이","-",10300,"-","-","3,422","3.01",0,0,1243,NA
"1244",2020-11-11,"258790","소프트캠프","-",3135,"26","120.58","401","7.82",0,0,1244,NA
"1245",2020-11-11,"258830","세종메디칼","-",11650,"520","22.4","6,822","1.71",100,0.86,1245,NA
"1246",2020-11-11,"259630","엠플러스","-",14400,"198","72.73","4,076","3.53",0,0,1246,NA
"1247",2020-11-11,"260660","알리코제약","-",12500,"1,055","11.85","7,303","1.71",200,1.6,1247,NA
"1248",2020-11-11,"260930","씨티케이코스메틱스","-",13150,"797","16.5","17,056","0.77",300,2.28,1248,NA
"1249",2020-11-11,"261200","덴티스","-",1795,"-","-","-","-",0,0,1249,NA
"1250",2020-11-11,"262260","에이프로","-",36000,"1,543","23.33","3,866","9.31",0,0,1250,NA
"1251",2020-11-11,"263020","디케이앤디","-",10450,"365","28.63","6,629","1.58",0,0,1251,NA
"1252",2020-11-11,"263050","유틸렉스","-",31950,"-","-","4,300","7.43",0,0,1252,NA
"1253",2020-11-11,"263540","샘코","관리종목",2015,"-","-","1,101","1.83",0,0,1253,NA
"1254",2020-11-11,"263600","덕우전자","-",6970,"556","12.54","5,581","1.25",140,2.01,1254,NA
"1255",2020-11-11,"263690","디알젬","-",15950,"485","32.89","2,872","5.55",50,0.31,1255,NA
"1256",2020-11-11,"263700","케어랩스","-",8050,"47","171.28","4,905","1.64",0,0,1256,NA
"1257",2020-11-11,"263720","디앤씨미디어","-",31000,"404","76.73","3,383","9.16",0,0,1257,NA
"1258",2020-11-11,"263750","펄어비스","-",195600,"13,002","15.04","45,229","4.32",0,0,1258,NA
"1259",2020-11-11,"263770","유에스티","-",5710,"108","52.87","1,957","2.92",0,0,1259,NA
"1260",2020-11-11,"263800","데이타솔루션","-",7480,"-","-","1,623","4.61",0,0,1260,NA
"1261",2020-11-11,"263810","상신전자","-",4030,"176","22.9","2,424","1.66",0,0,1261,NA
"1262",2020-11-11,"263860","지니언스","-",5400,"343","15.74","3,585","1.51",0,0,1262,NA
"1263",2020-11-11,"263920","블러썸엠앤씨","관리종목",4555,"-","-","6,606","0.69",0,0,1263,NA
"1264",2020-11-11,"264450","유비쿼스","-",34150,"2,175","15.7","17,207","1.98",450,1.32,1264,NA
"1265",2020-11-11,"264660","씨앤지하이테크","-",9650,"1,432","6.74","8,019","1.2",150,1.55,1265,NA
"1266",2020-11-11,"264850","이랜시스","-",2665,"48","55.52","895","2.98",40,1.5,1266,NA
"1267",2020-11-11,"265520","AP시스템","-",22950,"671","34.2","7,468","3.07",50,0.22,1267,NA
"1268",2020-11-11,"265560","영화테크","-",20700,"-","-","8,466","2.45",50,0.24,1268,NA
"1269",2020-11-11,"267320","나인테크","-",4660,"-","-","-","-",0,0,1269,NA
"1270",2020-11-11,"267790","배럴","-",8150,"883","9.23","5,855","1.39",0,0,1270,NA
"1271",2020-11-11,"267980","매일유업","-",69700,"8,206","8.49","51,460","1.35",800,1.15,1271,NA
"1272",2020-11-11,"268600","셀리버리","-",210400,"-","-","3,489","60.3",0,0,1272,NA
"1273",2020-11-11,"269620","시스웍","-",3410,"37","92.16","732","4.66",40,1.17,1273,NA
"1274",2020-11-11,"270520","지엔원에너지","-",2750,"14","196.43","1,869","1.47",0,0,1274,NA
"1275",2020-11-11,"270870","뉴트리","-",22450,"1,056","21.26","6,336","3.54",150,0.67,1275,NA
"1276",2020-11-11,"272110","케이엔제이","-",11850,"863","13.73","4,267","2.78",0,0,1276,NA
"1277",2020-11-11,"272290","이녹스첨단소재","-",44650,"3,757","11.88","19,016","2.35",0,0,1277,NA
"1278",2020-11-11,"273060","와이즈버즈","-",1720,"-","-","-","-",0,0,1278,NA
"1279",2020-11-11,"274090","켄코아에어로스페이스","-",8110,"-","-","3,679","2.2",0,0,1279,NA
"1280",2020-11-11,"275630","에스에스알","-",5430,"194","27.99","4,265","1.27",0,0,1280,NA
"1281",2020-11-11,"277070","린드먼아시아","-",5190,"313","16.58","3,356","1.55",89,1.71,1281,NA
"1282",2020-11-11,"277410","인산가","-",1985,"121","16.4","1,154","1.72",30,1.51,1282,NA
"1283",2020-11-11,"277880","티에스아이","-",11850,"-","-","3,131","3.78",0,0,1283,NA
"1284",2020-11-11,"278280","천보","-",168900,"2,348","71.93","21,034","8.03",300,0.18,1284,NA
"1285",2020-11-11,"278650","노터스","-",22500,"650","34.62","5,581","4.03",0,0,1285,NA
"1286",2020-11-11,"279600","미디어젠","-",8870,"-","-","3,891","2.28",0,0,1286,NA
"1287",2020-11-11,"281740","레이크머티리얼즈","-",2250,"10","225","1,836","1.23",0,0,1287,NA
"1288",2020-11-11,"282880","코윈테크","-",20300,"2,168","9.36","11,200","1.81",470,2.32,1288,NA
"1289",2020-11-11,"284620","카이노스메드","-",4005,"-","-","-","-",0,0,1289,NA
"1290",2020-11-11,"285490","노바텍","-",38550,"1,096","35.17","5,675","6.79",242,0.63,1290,NA
"1291",2020-11-11,"286750","나노브릭","-",19700,"-","-","3,103","6.35",0,0,1291,NA
"1292",2020-11-11,"287410","유안타제3호스팩","-",2070,"-","-","-","-",0,0,1292,NA
"1293",2020-11-11,"288330","브릿지바이오테라퓨틱스","-",11800,"142","83.1","4,021","2.93",0,0,1293,NA
"1294",2020-11-11,"288620","에스퓨얼셀","-",36850,"270","136.48","5,565","6.62",50,0.14,1294,NA
"1295",2020-11-11,"289010","아이스크림에듀","-",7980,"417","19.14","5,793","1.38",100,1.25,1295,NA
"1296",2020-11-11,"289080","SV인베스트먼트","-",5700,"-","-","1,006","5.67",30,0.53,1296,NA
"1297",2020-11-11,"290120","대유에이피","-",6920,"733","9.44","4,288","1.61",200,2.89,1297,NA
"1298",2020-11-11,"290270","휴네시온","-",5600,"187","29.95","2,478","2.26",35,0.63,1298,NA
"1299",2020-11-11,"290380","대유","-",12350,"543","22.74","6,992","1.77",250,2.02,1299,NA
"1300",2020-11-11,"290510","코리아센터","-",8000,"101","79.21","2,528","3.16",0,0,1300,NA
"1301",2020-11-11,"290520","신도기연","-",20800,"2,258","9.21","7,056","2.95",0,0,1301,NA
"1302",2020-11-11,"290550","디케이티","-",18900,"966","19.57","7,085","2.67",0,0,1302,NA
"1303",2020-11-11,"290650","엘앤씨바이오","-",41400,"331","125.08","2,635","15.71",100,0.24,1303,NA
"1304",2020-11-11,"290660","네오펙트","-",4015,"-","-","907","4.43",0,0,1304,NA
"1305",2020-11-11,"290670","대보마그네틱","-",32500,"593","54.81","5,448","5.97",0,0,1305,NA
"1306",2020-11-11,"290690","소룩스","-",28900,"935","30.91","3,274","8.83",50,0.17,1306,NA
"1307",2020-11-11,"290720","푸드나무","-",24200,"656","36.89","7,454","3.25",70,0.29,1307,NA
"1308",2020-11-11,"290740","액트로","-",10500,"1,484","7.08","7,578","1.39",200,1.9,1308,NA
"1309",2020-11-11,"291210","한국제7호스팩","-",2040,"-","-","-","-",0,0,1309,NA
"1310",2020-11-11,"291230","삼성스팩2호","-",2025,"-","-","-","-",0,0,1310,NA
"1311",2020-11-11,"291650","압타머사이언스","-",25450,"-","-","924","27.54",0,0,1311,NA
"1312",2020-11-11,"293490","카카오게임즈","-",48350,"197","245.43","7,443","6.5",0,0,1312,NA
"1313",2020-11-11,"293580","나우IB","-",6980,"312","22.37","7,428","0.94",150,2.15,1313,NA
"1314",2020-11-11,"293780","압타바이오","-",30000,"-","-","6,907","4.34",0,0,1314,NA
"1315",2020-11-11,"294090","이오플로우","-",45850,"-","-","364","125.96",0,0,1315,NA
"1316",2020-11-11,"294140","레몬","-",12850,"-","-","623","20.63",0,0,1316,NA
"1317",2020-11-11,"294630","서남","-",2920,"-","-","357","8.18",0,0,1317,NA
"1318",2020-11-11,"297090","씨에스베어링","-",31250,"750","41.67","4,781","6.54",0,0,1318,NA
"1319",2020-11-11,"297570","알로이스","-",2440,"-","-","953","2.56",0,0,1319,NA
"1320",2020-11-11,"297890","엘이티","-",16200,"1,557","10.4","4,594","3.53",0,0,1320,NA
"1321",2020-11-11,"298060","에스씨엠생명과학","-",29100,"-","-","1,704","17.08",0,0,1321,NA
"1322",2020-11-11,"298380","에이비엘바이오","-",23950,"-","-","2,914","8.22",0,0,1322,NA
"1323",2020-11-11,"298540","더네이쳐홀딩스","-",48000,"3,167","15.16","12,200","3.93",0,0,1323,NA
"1324",2020-11-11,"299170","IBKS제10호스팩","-",3425,"-","-","-","-",0,0,1324,NA
"1325",2020-11-11,"299660","셀리드","-",38100,"-","-","5,359","7.11",0,0,1325,NA
"1326",2020-11-11,"299900","위지윅스튜디오","-",4270,"204","20.93","1,978","2.16",0,0,1326,NA
"1327",2020-11-11,"299910","베스파","-",8930,"-","-","10,465","0.85",0,0,1327,NA
"1328",2020-11-11,"300080","플리토","-",14000,"-","-","4,642","3.02",0,0,1328,NA
"1329",2020-11-11,"300120","라온피플","-",20450,"989","20.68","6,090","3.36",150,0.73,1329,NA
"1330",2020-11-11,"301300","바이브컴퍼니","-",33050,"-","-","3,156","10.47",0,0,1330,NA
"1331",2020-11-11,"302430","이노메트리","-",19850,"480","41.35","5,433","3.65",400,2.02,1331,NA
"1332",2020-11-11,"302550","리메드","-",28950,"832","34.8","4,229","6.85",0,0,1332,NA
"1333",2020-11-11,"303030","지니틱스","-",2450,"15","163.33","844","2.9",0,0,1333,NA
"1334",2020-11-11,"304100","솔트룩스","-",35400,"249","142.17","9,100","3.89",0,0,1334,NA
"1335",2020-11-11,"304840","피플바이오","-",46200,"-","-","542","85.24",0,0,1335,NA
"1336",2020-11-11,"305090","마이크로디지탈","-",21450,"-","-","2,453","8.74",0,0,1336,NA
"1337",2020-11-11,"306040","에스제이그룹","-",15450,"1,824","8.47","7,047","2.19",400,2.59,1337,NA
"1338",2020-11-11,"306620","네온테크","-",3150,"4","787.5","1,822","1.73",0,0,1338,NA
"1339",2020-11-11,"307070","SK4호스팩","-",2015,"-","-","-","-",NA,NA,1339,NA
"1340",2020-11-11,"307160","하나머스트제6호스팩","-",2075,"-","-","-","-",NA,NA,1340,NA
"1341",2020-11-11,"307180","아이엘사이언스","-",3205,"-","-","621","5.16",0,0,1341,NA
"1342",2020-11-11,"307280","교보8호스팩","-",2195,"-","-","-","-",NA,NA,1342,NA
"1343",2020-11-11,"307750","대신밸런스제6호스팩","-",3730,"-","-","-","-",NA,NA,1343,NA
"1344",2020-11-11,"307870","상상인이안1호스팩","-",1995,"-","-","-","-",NA,NA,1344,NA
"1345",2020-11-11,"307930","컴퍼니케이","-",6670,"604","11.04","3,280","2.03",160,2.4,1345,NA
"1346",2020-11-11,"308100","까스텔바작","-",9660,"1,083","8.92","11,624","0.83",0,0,1346,NA
"1347",2020-11-11,"309930","삼성머스트스팩3호","-",2220,"-","-","-","-",NA,NA,1347,NA
"1348",2020-11-11,"310200","애니플러스","-",1350,"-","-","1,881","0.72",0,0,1348,NA
"1349",2020-11-11,"310840","엔에이치스팩13호","-",2030,"-","-","-","-",NA,NA,1349,NA
"1350",2020-11-11,"310870","한국제8호스팩","-",2010,"-","-","-","-",NA,NA,1350,NA
"1351",2020-11-11,"311270","키움제5호스팩","-",2010,"-","-","-","-",NA,NA,1351,NA
"1352",2020-11-11,"311390","네오크레마","-",8730,"164","53.23","5,197","1.68",0,0,1352,NA
"1353",2020-11-11,"311690","천랩","-",42250,"-","-","8,101","5.22",0,0,1353,NA
"1354",2020-11-11,"312610","에이에프더블류","-",12300,"614","20.03","7,045","1.75",100,0.81,1354,NA
"1355",2020-11-11,"313750","유안타제4호스팩","-",2010,"-","-","-","-",NA,NA,1355,NA
"1356",2020-11-11,"313760","윌링스","-",17250,"717","24.06","7,453","2.31",80,0.46,1356,NA
"1357",2020-11-11,"317030","케이비17호스팩","-",2020,"-","-","-","-",NA,NA,1357,NA
"1358",2020-11-11,"317120","라닉스","-",11100,"-","-","1,873","5.93",0,0,1358,NA
"1359",2020-11-11,"317240","하이제4호스팩","-",2100,"-","-","-","-",NA,NA,1359,NA
"1360",2020-11-11,"317320","한화에스비아이스팩","-",2490,"-","-","-","-",NA,NA,1360,NA
"1361",2020-11-11,"317330","덕산테코피아","-",16850,"696","24.21","7,900","2.13",0,0,1361,NA
"1362",2020-11-11,"317530","캐리소프트","-",4435,"-","-","2,625","1.69",0,0,1362,NA
"1363",2020-11-11,"317770","슈프리마아이디","-",13950,"397","35.14","12,939","1.08",0,0,1363,NA
"1364",2020-11-11,"317830","에스피시스템스","-",6600,"212","31.13","3,737","1.77",20,0.3,1364,NA
"1365",2020-11-11,"317850","대모","-",4780,"235","20.34","5,213","0.92",70,1.46,1365,NA
"1366",2020-11-11,"317870","엔바이오니아","-",7480,"159","47.04","2,897","2.58",0,0,1366,NA
"1367",2020-11-11,"318000","한국바이오젠","-",7330,"-","-","3,159","2.32",50,0.68,1367,NA
"1368",2020-11-11,"318010","팜스빌","-",10800,"1,093","9.88","6,987","1.55",200,1.85,1368,NA
"1369",2020-11-11,"318410","비비씨","-",19650,"1,957","10.04","6,483","3.03",0,0,1369,NA
"1370",2020-11-11,"319400","엔에이치스팩14호","-",2010,"-","-","-","-",NA,NA,1370,NA
"1371",2020-11-11,"319660","피에스케이","-",30850,"1,058","29.16","12,682","2.43",300,0.97,1371,NA
"1372",2020-11-11,"320000","윈텍","-",2695,"-","-","-","-",NA,NA,1372,NA
"1373",2020-11-11,"321260","유진스팩4호","-",2015,"-","-","-","-",NA,NA,1373,NA
"1374",2020-11-11,"321550","티움바이오","-",16500,"-","-","3,943","4.18",0,0,1374,NA
"1375",2020-11-11,"322180","티라유텍","-",12850,"646","19.89","5,233","2.46",0,0,1375,NA
"1376",2020-11-11,"322510","제이엘케이","-",11900,"-","-","2,432","4.89",0,0,1376,NA
"1377",2020-11-11,"322780","DB금융스팩7호","-",1885,"-","-","-","-",NA,NA,1377,NA
"1378",2020-11-11,"323210","이베스트이안스팩1호","-",2000,"-","-","-","-",NA,NA,1378,NA
"1379",2020-11-11,"323230","신한제5호스팩","-",1995,"-","-","-","-",NA,NA,1379,NA
"1380",2020-11-11,"323280","신영스팩5호","-",2030,"-","-","-","-",NA,NA,1380,NA
"1381",2020-11-11,"323940","케이비제18호스팩","-",1995,"-","-","-","-",NA,NA,1381,NA
"1382",2020-11-11,"323990","박셀바이오","-",68500,"-","-","1,394","49.14",0,0,1382,NA
"1383",2020-11-11,"327260","메탈라이프","-",17650,"453","38.96","7,414","2.38",0,0,1383,NA
"1384",2020-11-11,"328380","미래에셋대우스팩3호","-",2005,"-","-","-","-",NA,NA,1384,NA
"1385",2020-11-11,"329560","상상인이안제2호스팩","-",1990,"-","-","-","-",NA,NA,1385,NA
"1386",2020-11-11,"330350","위더스제약","-",20150,"1,118","18.02","6,765","2.98",0,0,1386,NA
"1387",2020-11-11,"330990","케이비제19호스팩","-",2020,"-","-","-","-",NA,NA,1387,NA
"1388",2020-11-11,"331380","유진스팩5호","-",1995,"-","-","-","-",NA,NA,1388,NA
"1389",2020-11-11,"331520","교보9호스팩","-",2020,"-","-","-","-",NA,NA,1389,NA
"1390",2020-11-11,"331920","셀레믹스","-",26450,"-","-","800","33.06",0,0,1390,NA
"1391",2020-11-11,"332290","대신밸런스제7호스팩","-",2025,"-","-","-","-",NA,NA,1391,NA
"1392",2020-11-11,"332370","아이디피","-",8550,"680","12.57","4,385","1.95",0,0,1392,NA
"1393",2020-11-11,"332570","와이팜","-",13550,"339","39.97","1,389","9.76",0,0,1393,NA
"1394",2020-11-11,"332710","하나금융14호스팩","-",2060,"-","-","-","-",NA,NA,1394,NA
"1395",2020-11-11,"333050","신한제6호스팩","-",2005,"-","-","-","-",NA,NA,1395,NA
"1396",2020-11-11,"333430","미래에셋대우스팩4호","-",2050,"-","-","-","-",NA,NA,1396,NA
"1397",2020-11-11,"335870","IBKS제12호스팩","-",2135,"-","-","-","-",NA,NA,1397,NA
"1398",2020-11-11,"335890","IBKS제11호스팩","-",2485,"-","-","-","-",NA,NA,1398,NA
"1399",2020-11-11,"336060","유안타제5호스팩","-",1995,"-","-","-","-",NA,NA,1399,NA
"1400",2020-11-11,"336570","대신밸런스제8호스팩","-",2015,"-","-","-","-",NA,NA,1400,NA
"1401",2020-11-11,"337450","SK5호스팩","-",2000,"-","-","-","-",NA,NA,1401,NA
"1402",2020-11-11,"337930","브랜드엑스코퍼레이션","-",11100,"537","20.67","852","13.03",0,0,1402,NA
"1403",2020-11-11,"339950","아이비김영","-",1515,"-","-","-","-",NA,NA,1403,NA
"1404",2020-11-11,"340120","하이제5호스팩","-",2005,"-","-","-","-",NA,NA,1404,NA
"1405",2020-11-11,"340350","SK6호스팩","-",1995,"-","-","-","-",NA,NA,1405,NA
"1406",2020-11-11,"340360","유안타제6호스팩","-",1995,"-","-","-","-",NA,NA,1406,NA
"1407",2020-11-11,"340440","한화플러스제1호스팩","-",1995,"-","-","-","-",NA,NA,1407,NA
"1408",2020-11-11,"341160","하나금융15호스팩","-",2040,"-","-","-","-",NA,NA,1408,NA
"1409",2020-11-11,"342550","케이비제20호스팩","-",1995,"-","-","-","-",NA,NA,1409,NA
"1410",2020-11-11,"343510","하나금융16호스팩","-",2030,"-","-","-","-",NA,NA,1410,NA
"1411",2020-11-11,"344050","신영스팩6호","-",2000,"-","-","-","-",NA,NA,1411,NA
"1412",2020-11-11,"347000","센코","-",23250,"-","-","1,950","11.92",0,0,1412,NA
"1413",2020-11-11,"347140","케이프이에스제4호","-",2045,"-","-","-","-",NA,NA,1413,NA
"1414",2020-11-11,"347740","피엔케이피부임상연구센타","-",24850,"973","25.54","3,767","6.6",0,0,1414,NA
"1415",2020-11-11,"347770","핌스","-",17050,"1,043","16.35","2,593","6.58",0,0,1415,NA
"1416",2020-11-11,"347890","엠투아이","-",16050,"800","20.06","4,958","3.24",280,1.74,1416,NA
"1417",2020-11-11,"348210","넥스틴","-",80000,"-","-","540","148.15",0,0,1417,NA
"1418",2020-11-11,"348350","위드텍","-",54500,"2,969","18.36","12,730","4.28",0,0,1418,NA
"1419",2020-11-11,"349720","이베스트스팩5호","-",1990,"-","-","-","-",NA,NA,1419,NA
"1420",2020-11-11,"351320","IBKS제14호스팩","-",2080,"-","-","-","-",NA,NA,1420,NA
"1421",2020-11-11,"351340","IBKS제13호스팩","-",2075,"-","-","-","-",NA,NA,1421,NA
"1422",2020-11-11,"353070","에이치엠씨제4호스팩","-",2010,"-","-","-","-",NA,NA,1422,NA
"1423",2020-11-11,"353190","엔에이치스팩16호","-",2035,"-","-","-","-",NA,NA,1423,NA
"1424",2020-11-11,"353490","미래에셋대우스팩 5호","-",2280,"-","-","-","-",NA,NA,1424,NA
"1425",2020-11-11,"353810","이지바이오","-",40000,"-","-","-","-",NA,NA,1425,NA
"1426",2020-11-11,"355150","교보10호스팩","-",2015,"-","-","-","-",NA,NA,1426,NA
"1427",2020-11-11,"357780","솔브레인","-",227100,"-","-","-","-",NA,NA,1427,NA
"1428",2020-11-11,"359090","엔에이치스팩17호","-",2005,"-","-","-","-",NA,NA,1428,NA
"1429",2020-11-11,"000020","동화약품","-",17700,"341","51.91","10,772","1.64",120,0.68,1429,NA
"1430",2020-11-11,"000040","KR모터스","-",1075,"-","-","318","3.38",0,0,1430,NA
"1431",2020-11-11,"000050","경방","-",11250,"1,630","6.9","27,050","0.42",125,1.11,1431,NA
"1432",2020-11-11,"000060","메리츠화재","-",15100,"2,693","5.61","21,397","0.71",850,5.63,1432,NA
"1433",2020-11-11,"000070","삼양홀딩스","-",64300,"3,987","16.13","160,079","0.4",2000,3.11,1433,NA
"1434",2020-11-11,"000075","삼양홀딩스우","-",47800,"-","-","-","-",2050,4.29,1434,NA
"1435",2020-11-11,"000080","하이트진로","-",34650,"-","-","14,488","2.39",700,2.02,1435,NA
"1436",2020-11-11,"000087","하이트진로2우B","-",21150,"-","-","-","-",0,0,1436,NA
"1437",2020-11-11,"000100","유한양행","-",64400,"644","100","24,221","2.66",400,0.62,1437,NA
"1438",2020-11-11,"000105","유한양행우","-",63400,"-","-","-","-",410,0.65,1438,NA
"1439",2020-11-11,"000120","CJ대한통운","-",158000,"1,349","117.12","131,146","1.2",0,0,1439,NA
"1440",2020-11-11,"000140","하이트진로홀딩스","-",16000,"-","-","18,398","0.87",350,2.19,1440,NA
"1441",2020-11-11,"000145","하이트진로홀딩스우","-",15300,"-","-","-","-",400,2.61,1441,NA
"1442",2020-11-11,"000150","두산","-",50300,"21,900","2.3","72,969","0.69",5200,10.34,1442,NA
"1443",2020-11-11,"000155","두산우","-",40950,"-","-","-","-",5250,12.82,1443,NA
"1444",2020-11-11,"000157","두산2우B","-",80500,"-","-","-","-",5200,6.46,1444,NA
"1445",2020-11-11,"000180","성창기업지주","-",1980,"-","-","7,529","0.26",0,0,1445,NA
"1446",2020-11-11,"000210","대림산업","-",83800,"17,223","4.87","153,815","0.54",1300,1.55,1446,NA
"1447",2020-11-11,"000215","대림산업우","-",44350,"-","-","-","-",1350,3.04,1447,NA
"1448",2020-11-11,"000220","유유제약","-",13650,"756","18.06","11,570","1.18",210,1.54,1448,NA
"1449",2020-11-11,"000225","유유제약1우","-",13450,"-","-","-","-",220,1.64,1449,NA
"1450",2020-11-11,"000227","유유제약2우B","-",33000,"-","-","-","-",220,0.67,1450,NA
"1451",2020-11-11,"000230","일동홀딩스","-",9510,"-","-","11,931","0.8",100,1.05,1451,NA
"1452",2020-11-11,"000240","한국테크놀로지그룹","-",15850,"1,650","9.61","35,269","0.45",350,2.21,1452,NA
"1453",2020-11-11,"000270","기아차","-",58100,"4,556","12.75","71,487","0.81",1150,1.98,1453,NA
"1454",2020-11-11,"000300","대유플러스","-",822,"152","5.41","953","0.86",0,0,1454,NA
"1455",2020-11-11,"000320","노루홀딩스","-",9490,"439","21.62","27,108","0.35",400,4.21,1455,NA
"1456",2020-11-11,"000325","노루홀딩스우","-",17900,"-","-","-","-",405,2.26,1456,NA
"1457",2020-11-11,"000370","한화손해보험","-",3015,"-","-","12,154","0.25",0,0,1457,NA
"1458",2020-11-11,"000390","삼화페인트","-",5130,"167","30.72","10,625","0.48",125,2.44,1458,NA
"1459",2020-11-11,"000400","롯데손해보험","-",1820,"-","-","3,112","0.58",0,0,1459,NA
"1460",2020-11-11,"000430","대원강업","-",4000,"258","15.5","7,743","0.52",115,2.88,1460,NA
"1461",2020-11-11,"000480","조선내화","-",76600,"7,493","10.22","147,942","0.52",4000,5.22,1461,NA
"1462",2020-11-11,"000490","대동공업","-",7720,"150","51.47","9,019","0.86",60,0.78,1462,NA
"1463",2020-11-11,"000500","가온전선","-",22050,"1,391","15.85","61,708","0.36",600,2.72,1463,NA
"1464",2020-11-11,"000520","삼일제약","-",21350,"129","165.5","9,580","2.23",150,0.7,1464,NA
"1465",2020-11-11,"000540","흥국화재","-",2865,"510","5.62","10,926","0.26",0,0,1465,NA
"1466",2020-11-11,"000545","흥국화재우","-",15200,"-","-","-","-",0,0,1466,NA
"1467",2020-11-11,"000547","흥국화재2우B","-",23450,"-","-","-","-",0,0,1467,NA
"1468",2020-11-11,"000590","CS홀딩스","-",58100,"8,435","6.89","195,584","0.3",500,0.86,1468,NA
"1469",2020-11-11,"000640","동아쏘시오홀딩스","-",134500,"3,220","41.77","121,392","1.11",1000,0.74,1469,NA
"1470",2020-11-11,"000650","천일고속","-",67600,"506","133.6","35,686","1.89",5000,7.4,1470,NA
"1471",2020-11-11,"000660","SK하이닉스","-",87000,"2,943","29.56","65,836","1.32",1000,1.15,1471,NA
"1472",2020-11-11,"000670","영풍","-",520000,"135,469","3.84","1,767,872","0.29",10000,1.92,1472,NA
"1473",2020-11-11,"000680","LS네트웍스","-",2170,"-","-","6,590","0.33",0,0,1473,NA
"1474",2020-11-11,"000700","유수홀딩스","-",5410,"163","33.19","8,702","0.62",0,0,1474,NA
"1475",2020-11-11,"000720","현대건설","-",33350,"3,656","9.12","59,778","0.56",600,1.8,1475,NA
"1476",2020-11-11,"000725","현대건설우","-",180500,"-","-","-","-",650,0.36,1476,NA
"1477",2020-11-11,"000760","이화산업","-",15150,"-","-","36,329","0.42",0,0,1477,NA
"1478",2020-11-11,"000810","삼성화재","-",196000,"15,126","12.96","282,791","0.69",8500,4.34,1478,NA
"1479",2020-11-11,"000815","삼성화재우","-",154500,"-","-","-","-",8505,5.5,1479,NA
"1480",2020-11-11,"000850","화천기공","-",31750,"3,388","9.37","134,845","0.24",1250,3.94,1480,NA
"1481",2020-11-11,"000860","강남제비스코","-",17600,"2,250","7.82","81,019","0.22",500,2.84,1481,NA
"1482",2020-11-11,"000880","한화","-",26750,"1,051","25.45","45,198","0.59",700,2.62,1482,NA
"1483",2020-11-11,"000885","한화우","-",48700,"-","-","-","-",750,1.54,1483,NA
"1484",2020-11-11,"00088K","한화3우B","-",13650,"-","-","-","-",750,5.49,1484,NA
"1485",2020-11-11,"000890","보해양조","-",911,"-","-","635","1.43",0,0,1485,NA
"1486",2020-11-11,"000910","유니온","-",6380,"-","-","6,355","1",100,1.57,1486,NA
"1487",2020-11-11,"000950","전방","-",28800,"-","-","50,283","0.57",0,0,1487,NA
"1488",2020-11-11,"000970","한국주철관","-",8300,"585","14.19","11,819","0.7",200,2.41,1488,NA
"1489",2020-11-11,"000990","DB하이텍","-",34300,"2,410","14.23","14,483","2.37",350,1.02,1489,NA
"1490",2020-11-11,"000995","DB하이텍1우","-",111500,"-","-","-","-",400,0.36,1490,NA
"1491",2020-11-11,"001020","페이퍼코리아","-",1660,"-","-","436","3.81",0,0,1491,NA
"1492",2020-11-11,"001040","CJ","-",82500,"8,240","10.01","126,448","0.65",1850,2.24,1492,NA
"1493",2020-11-11,"001045","CJ우","-",49250,"-","-","-","-",1900,3.86,1493,NA
"1494",2020-11-11,"00104K","CJ4우(전환)","-",60600,"-","-","-","-",1900,3.14,1494,NA
"1495",2020-11-11,"001060","JW중외제약","-",32000,"-","-","10,345","3.09",325,1.02,1495,NA
"1496",2020-11-11,"001065","JW중외제약우","-",46700,"-","-","-","-",350,0.75,1496,NA
